LANGUAGE,TARGET CATEGORY,TARGET WORD,REFERENCE PART OF SPEECH,REFERENCE ASSOCIATION/GRAMMATICAL GENDER,REFERENCE TRANSLATION,REFERENCE WORD,COSINE SIMILARITY,SUB-LIST
es,genders,hombre,noun,feminine,dirt,suciedad,0.1342237623142267,Male attributes
es,genders,hombre,noun,feminine,sidewalk,acera,0.20862487602493718,Male attributes
es,genders,hombre,noun,feminine,washcloth,toallita,0.009570264395429146,Male attributes
es,genders,hombre,noun,feminine,head,cabeza,0.2875246024047482,Male attributes
es,genders,hombre,noun,feminine,sand,arena,0.1608971703000348,Male attributes
es,genders,hombre,noun,feminine,mouth,boca,0.19626204277512227,Male attributes
es,genders,hombre,noun,feminine,box,caja,0.16559114353664917,Male attributes
es,genders,hombre,noun,feminine,sandbox,salvadera,0.13796225432582468,Male attributes
es,genders,hombre,noun,feminine,snow,nieve,0.19549158498870697,Male attributes
es,genders,hombre,noun,feminine,table,mesa,0.15701663736691193,Male attributes
es,genders,hombre,noun,feminine,butt,culata,0.07510312098285522,Male attributes
es,genders,hombre,noun,feminine,boots,botas,0.2257598605549772,Male attributes
es,genders,hombre,noun,feminine,pancake,tortita,0.07574616438451165,Male attributes
es,genders,hombre,noun,feminine,pajama,pijama,0.2767862323796097,Male attributes
es,genders,hombre,noun,feminine,belly,barriga,0.19244648932631153,Male attributes
es,genders,hombre,noun,feminine,toast,tostada,0.1242564437049616,Male attributes
es,genders,hombre,noun,feminine,sponge,esponja,0.18600814407568983,Male attributes
es,genders,hombre,noun,feminine,beard,barba,0.34920844422421904,Male attributes
es,genders,hombre,noun,feminine,snowball,bola de nieve,0.21150622019239548,Male attributes
es,genders,hombre,noun,feminine,cage,jaula,0.21210556511737577,Male attributes
es,genders,hombre,noun,feminine,biscuit,galleta,0.13000660405866862,Male attributes
es,genders,hombre,noun,feminine,tummy,barriguita,0.14825165632339288,Male attributes
es,genders,hombre,noun,feminine,ladybug,mariquita,0.25311107988872417,Male attributes
es,genders,hombre,noun,feminine,pumpkin,calabaza,0.12995050520363277,Male attributes
es,genders,hombre,noun,feminine,mustard,mostaza,0.1733281997178164,Male attributes
es,genders,hombre,noun,feminine,star,estrella,0.16612860700891768,Male attributes
es,genders,hombre,noun,feminine,pineapple,piña,0.11508530060228317,Male attributes
es,genders,hombre,noun,feminine,stripe,raya,0.11562290134547805,Male attributes
es,genders,hombre,noun,feminine,chair,silla,0.20845272872260975,Male attributes
es,genders,hombre,noun,feminine,movie,película,0.22352441416459784,Male attributes
es,genders,hombre,noun,feminine,burger,hamburguesa,0.18712856175336492,Male attributes
es,genders,mujer,noun,masculine,sock,calcetín,0.19651076990566418,Female attributes
es,genders,mujer,noun,masculine,bean,frijol,0.09085871000415649,Female attributes
es,genders,mujer,noun,masculine,soap,jabón,0.14541825614545928,Female attributes
es,genders,mujer,noun,masculine,toilet,baño,0.20964017792446674,Female attributes
es,genders,mujer,noun,masculine,underpants,calzoncillos,0.227167411110221,Female attributes
es,genders,mujer,noun,masculine,pants,pantalones,0.26866361464063077,Female attributes
es,genders,mujer,noun,masculine,lip,labio,0.16592505391795098,Female attributes
es,genders,mujer,noun,masculine,sun,sol,0.15926512697169867,Female attributes
es,genders,mujer,noun,masculine,diaper,pañal,0.09668610985924724,Female attributes
es,genders,mujer,noun,masculine,bumblebee,abejorro,0.16585602701246074,Female attributes
es,genders,mujer,noun,masculine,spaghetti,espaguetis,0.11436909579348652,Female attributes
es,genders,mujer,noun,masculine,toothbrush,cepillo de dientes,0.20328448272327962,Female attributes
es,genders,mujer,noun,masculine,pea,arveja,0.2047828272527365,Female attributes
es,genders,mujer,noun,masculine,wall,muro,0.1503493112351799,Female attributes
es,genders,mujer,noun,masculine,clock,reloj,0.19650023829047658,Female attributes
es,genders,mujer,noun,masculine,dresser,vestidor,0.19338206716470144,Female attributes
es,genders,mujer,noun,masculine,tomato,tomate,0.12629390923824182,Female attributes
es,genders,mujer,noun,masculine,noodle,fideos,0.09383127477287846,Female attributes
es,genders,mujer,noun,masculine,candy,dulce,0.25050369958862106,Female attributes
es,genders,mujer,noun,masculine,bench,banquillo,0.12010649079317788,Female attributes
es,genders,mujer,noun,masculine,drum,tambor,0.1632639370872548,Female attributes
es,genders,mujer,noun,masculine,shoulder,hombro,0.25151694204258634,Female attributes
es,genders,mujer,noun,masculine,bowl,bol,0.04897278486622509,Female attributes
es,genders,mujer,noun,masculine,fist,puño,0.16845734814043714,Female attributes
es,genders,mujer,noun,masculine,button,botón,0.0704581972347637,Female attributes
es,genders,mujer,noun,masculine,couch,sofá,0.17856012899150858,Female attributes
es,genders,mujer,noun,masculine,mattress,colchón,0.08290845347977936,Female attributes
es,genders,mujer,noun,masculine,seesaw,balancín,0.1286632642270925,Female attributes
es,genders,mujer,noun,masculine,necklace,collar,0.1649152060268298,Female attributes
es,genders,mujer,noun,masculine,melon,melón,0.15487916695054893,Female attributes
es,genders,mujer,noun,masculine,plane,avión,0.16257949891942322,Female attributes
es,genders,mujer,noun,masculine,chest,pecho,0.2537033594817481,Female attributes
es,genders,mujer,noun,masculine,ceiling,techo,0.14321866834648,Female attributes
es,genders,mujer,noun,masculine,barn,granero,0.15433287998135573,Female attributes
es,genders,mujer,noun,masculine,peanut,maní,0.09759486618611525,Female attributes
es,genders,mujer,noun,feminine,spoon,cuchara,0.13462930693892466,Female attributes
es,genders,mujer,noun,feminine,ball,pelota,0.2581116355623579,Female attributes
es,genders,mujer,noun,feminine,rock,roca,0.2914153817462611,Female attributes
es,genders,mujer,noun,feminine,rain,lluvia,0.22294337548942253,Female attributes
es,genders,mujer,noun,feminine,tail,cola,0.26468284869120556,Female attributes
es,genders,mujer,noun,feminine,butterfly,mariposa,0.3341478663304717,Female attributes
es,genders,mujer,noun,feminine,pie,tarta,0.22834864816158262,Female attributes
es,genders,mujer,noun,feminine,fish,pez,0.21584646732346657,Female attributes
es,genders,mujer,noun,feminine,boot,bota,0.2809904887746545,Female attributes
es,genders,mujer,noun,feminine,cupcake,magdalena,0.23697534338407433,Female attributes
es,genders,mujer,noun,feminine,apple,manzana,0.26229529889918446,Female attributes
es,genders,mujer,noun,feminine,fingernail,uña,0.2178771664508291,Female attributes
es,genders,mujer,noun,feminine,frog,rana,0.34383412879158265,Female attributes
es,genders,mujer,noun,feminine,lettuce,lechuga,0.2567392250602182,Female attributes
es,genders,mujer,noun,feminine,dirt,suciedad,0.17384138531228502,Female attributes
es,genders,mujer,noun,feminine,sidewalk,acera,0.30314951822967556,Female attributes
es,genders,mujer,noun,feminine,washcloth,toallita,0.19547724035659705,Female attributes
es,genders,mujer,noun,feminine,head,cabeza,0.36248356155313266,Female attributes
es,genders,mujer,noun,feminine,sand,arena,0.20568902963643354,Female attributes
es,genders,mujer,noun,feminine,mouth,boca,0.2297389974529712,Female attributes
es,genders,mujer,noun,feminine,box,caja,0.29871177096705775,Female attributes
es,genders,mujer,noun,feminine,sandbox,salvadera,0.12029855379332495,Female attributes
es,genders,mujer,noun,feminine,snow,nieve,0.2063471638399833,Female attributes
es,genders,mujer,noun,feminine,table,mesa,0.2608748213599397,Female attributes
es,genders,mujer,noun,feminine,butt,culata,0.15599416379457473,Female attributes
es,genders,mujer,noun,feminine,boots,botas,0.19158409513438923,Female attributes
es,genders,mujer,noun,feminine,pancake,tortita,0.20858258195175344,Female attributes
es,genders,mujer,noun,feminine,pajama,pijama,0.21955023715742697,Female attributes
es,genders,mujer,noun,feminine,belly,barriga,0.3329543345881901,Female attributes
es,genders,mujer,noun,feminine,toast,tostada,0.21886468075992166,Female attributes
es,genders,mujer,noun,feminine,sponge,esponja,0.24814365681219858,Female attributes
es,genders,mujer,noun,feminine,beard,barba,0.31855080581773293,Female attributes
es,genders,mujer,noun,feminine,snowball,bola de nieve,0.3094715968244661,Female attributes
es,genders,mujer,noun,feminine,cage,jaula,0.23945420039305457,Female attributes
es,genders,mujer,noun,feminine,biscuit,galleta,0.23149351960175535,Female attributes
es,genders,mujer,noun,feminine,tummy,barriguita,0.3187253464039753,Female attributes
es,genders,mujer,noun,feminine,ladybug,mariquita,0.3656067441506955,Female attributes
es,genders,mujer,noun,feminine,pumpkin,calabaza,0.23045020414768075,Female attributes
es,genders,mujer,noun,feminine,mustard,mostaza,0.1760336393565003,Female attributes
es,genders,mujer,noun,feminine,star,estrella,0.2830611327456758,Female attributes
es,genders,mujer,noun,feminine,pineapple,piña,0.2069658384441195,Female attributes
es,genders,mujer,noun,feminine,stripe,raya,0.17028171627268102,Female attributes
es,genders,mujer,noun,feminine,chair,silla,0.3138176614265344,Female attributes
es,genders,mujer,noun,feminine,movie,película,0.3305182982038007,Female attributes
es,genders,mujer,noun,feminine,burger,hamburguesa,0.25320300977396,Female attributes
es,determiners,el,noun,masculine,sock,calcetín,0.14251038419693404,el
es,determiners,el,noun,masculine,bean,frijol,0.08969974997297482,el
es,determiners,el,noun,masculine,soap,jabón,0.09397333685057241,el
es,determiners,el,noun,masculine,toilet,baño,0.13248127267923682,el
es,determiners,el,noun,masculine,underpants,calzoncillos,-0.004674743728757462,el
es,determiners,el,noun,masculine,pants,pantalones,0.016792711771167326,el
es,determiners,el,noun,masculine,lip,labio,0.197645231305349,el
es,determiners,el,noun,masculine,sun,sol,0.17791528419313288,el
es,determiners,el,noun,masculine,diaper,pañal,0.1251148498116356,el
es,determiners,el,noun,masculine,bumblebee,abejorro,0.11978640370273365,el
es,determiners,el,noun,masculine,spaghetti,espaguetis,0.05099576026721593,el
es,determiners,el,noun,masculine,toothbrush,cepillo de dientes,-0.028251206941017865,el
es,determiners,el,noun,masculine,pea,arveja,0.031584064558597275,el
es,determiners,el,noun,masculine,wall,muro,0.1184442409277956,el
es,determiners,el,noun,masculine,clock,reloj,0.12305811335220757,el
es,determiners,el,noun,masculine,dresser,vestidor,0.08137390767577858,el
es,determiners,el,noun,masculine,tomato,tomate,0.16379980452283877,el
es,determiners,el,noun,masculine,noodle,fideos,0.014296576901552012,el
es,determiners,el,noun,masculine,candy,dulce,0.020620876729010792,el
es,determiners,el,noun,masculine,bench,banquillo,0.18153478683059324,el
es,determiners,el,noun,masculine,drum,tambor,0.13057918425718884,el
es,determiners,el,noun,masculine,shoulder,hombro,0.14633046140469497,el
es,determiners,el,noun,masculine,bowl,bol,0.13066070820848677,el
es,determiners,el,noun,masculine,fist,puño,0.13643461038558982,el
es,determiners,el,noun,masculine,button,botón,0.17082057705198694,el
es,determiners,el,noun,masculine,couch,sofá,0.16538446267666762,el
es,determiners,el,noun,masculine,mattress,colchón,0.13164756955187107,el
es,determiners,el,noun,masculine,seesaw,balancín,0.09079074234921335,el
es,determiners,el,noun,masculine,necklace,collar,0.08533727353482756,el
es,determiners,el,noun,masculine,melon,melón,0.12278379871243164,el
es,determiners,el,noun,masculine,plane,avión,0.15989640175384714,el
es,determiners,el,noun,masculine,chest,pecho,0.1423846809446382,el
es,determiners,el,noun,masculine,ceiling,techo,0.14717833652682724,el
es,determiners,el,noun,masculine,barn,granero,0.1260278339050424,el
es,determiners,el,noun,masculine,peanut,maní,0.06166685841150717,el
es,determiners,el,noun,feminine,spoon,cuchara,-0.008182685142453312,el
es,determiners,el,noun,feminine,ball,pelota,0.033647881796101155,el
es,determiners,el,noun,feminine,rock,roca,-0.0006005889658020009,el
es,determiners,el,noun,feminine,rain,lluvia,-0.009702959164622072,el
es,determiners,el,noun,feminine,tail,cola,-0.01894656811573629,el
es,determiners,el,noun,feminine,butterfly,mariposa,-0.027957769204700215,el
es,determiners,el,noun,feminine,pie,tarta,0.012155285469218197,el
es,determiners,el,noun,feminine,fish,pez,0.10772289850119014,el
es,determiners,el,noun,feminine,boot,bota,0.038497332673655134,el
es,determiners,el,noun,feminine,cupcake,magdalena,-0.04860526038099611,el
es,determiners,el,noun,feminine,apple,manzana,-0.002987164729736613,el
es,determiners,el,noun,feminine,fingernail,uña,0.025438841846681937,el
es,determiners,el,noun,feminine,frog,rana,-0.04297163150464757,el
es,determiners,el,noun,feminine,lettuce,lechuga,-0.008811592558758347,el
es,determiners,el,noun,feminine,dirt,suciedad,0.005165445927705642,el
es,determiners,el,noun,feminine,sidewalk,acera,0.024964736410719564,el
es,determiners,el,noun,feminine,washcloth,toallita,0.03637576143796847,el
es,determiners,el,noun,feminine,head,cabeza,0.027031998501006852,el
es,determiners,el,noun,feminine,sand,arena,-0.008741654981339551,el
es,determiners,el,noun,feminine,mouth,boca,0.05538160111010298,el
es,determiners,el,noun,feminine,box,caja,-0.014628644756539124,el
es,determiners,el,noun,feminine,sandbox,salvadera,-0.07515302210993374,el
es,determiners,el,noun,feminine,snow,nieve,0.0031684766596083522,el
es,determiners,el,noun,feminine,table,mesa,0.004671482480479733,el
es,determiners,el,noun,feminine,butt,culata,-0.014017952968163517,el
es,determiners,el,noun,feminine,boots,botas,0.02662855413725209,el
es,determiners,el,noun,feminine,pancake,tortita,0.001855533817344853,el
es,determiners,el,noun,feminine,pajama,pijama,0.0753979653102094,el
es,determiners,el,noun,feminine,belly,barriga,0.0704925484485025,el
es,determiners,el,noun,feminine,toast,tostada,0.013210851208174586,el
es,determiners,el,noun,feminine,sponge,esponja,-0.058606981445828765,el
es,determiners,el,noun,feminine,beard,barba,-0.02389274930774302,el
es,determiners,el,noun,feminine,snowball,bola de nieve,-0.11571510336632342,el
es,determiners,el,noun,feminine,cage,jaula,-0.010009552183238289,el
es,determiners,el,noun,feminine,biscuit,galleta,0.004731063386569822,el
es,determiners,el,noun,feminine,tummy,barriguita,0.08523051374358734,el
es,determiners,el,noun,feminine,ladybug,mariquita,-0.04314033780604381,el
es,determiners,el,noun,feminine,pumpkin,calabaza,0.05668948903757055,el
es,determiners,el,noun,feminine,mustard,mostaza,0.011347996520034032,el
es,determiners,el,noun,feminine,star,estrella,0.009969618211684845,el
es,determiners,el,noun,feminine,pineapple,piña,-0.023693662749878712,el
es,determiners,el,noun,feminine,stripe,raya,0.045268713310783096,el
es,determiners,el,noun,feminine,chair,silla,0.019108332045438284,el
es,determiners,el,noun,feminine,movie,película,-0.019937161768827816,el
es,determiners,el,noun,feminine,burger,hamburguesa,0.004965703369160419,el
es,determiners,la,noun,masculine,sock,calcetín,0.021874628453979354,la
es,determiners,la,noun,masculine,bean,frijol,0.004156612040013305,la
es,determiners,la,noun,masculine,soap,jabón,-0.021065838716100255,la
es,determiners,la,noun,masculine,toilet,baño,0.029666170167084303,la
es,determiners,la,noun,masculine,underpants,calzoncillos,-0.03435089116305099,la
es,determiners,la,noun,masculine,pants,pantalones,0.015186170416877337,la
es,determiners,la,noun,masculine,lip,labio,0.09817564336738328,la
es,determiners,la,noun,masculine,sun,sol,0.042282104461658414,la
es,determiners,la,noun,masculine,diaper,pañal,0.004113411147416258,la
es,determiners,la,noun,masculine,bumblebee,abejorro,-0.026612014707263494,la
es,determiners,la,noun,masculine,spaghetti,espaguetis,0.0329536120902602,la
es,determiners,la,noun,masculine,toothbrush,cepillo de dientes,-0.06413789326243184,la
es,determiners,la,noun,masculine,pea,arveja,0.14968931594544202,la
es,determiners,la,noun,masculine,wall,muro,0.00761670966133724,la
es,determiners,la,noun,masculine,clock,reloj,0.022852284407115942,la
es,determiners,la,noun,masculine,dresser,vestidor,-0.013863455501746022,la
es,determiners,la,noun,masculine,tomato,tomate,0.0384036206242456,la
es,determiners,la,noun,masculine,noodle,fideos,0.028602445659407585,la
es,determiners,la,noun,masculine,candy,dulce,0.019769712893636732,la
es,determiners,la,noun,masculine,bench,banquillo,0.06736754129378418,la
es,determiners,la,noun,masculine,drum,tambor,0.013876244683723138,la
es,determiners,la,noun,masculine,shoulder,hombro,0.053386018033121235,la
es,determiners,la,noun,masculine,bowl,bol,0.02393469446233177,la
es,determiners,la,noun,masculine,fist,puño,0.04686334917682028,la
es,determiners,la,noun,masculine,button,botón,-0.00316236568775499,la
es,determiners,la,noun,masculine,couch,sofá,0.04944031960365891,la
es,determiners,la,noun,masculine,mattress,colchón,0.005970738285793879,la
es,determiners,la,noun,masculine,seesaw,balancín,-0.01669319476608666,la
es,determiners,la,noun,masculine,necklace,collar,-0.04748144500675197,la
es,determiners,la,noun,masculine,melon,melón,0.017697818539234907,la
es,determiners,la,noun,masculine,plane,avión,0.027148879016187632,la
es,determiners,la,noun,masculine,chest,pecho,0.06963144561449645,la
es,determiners,la,noun,masculine,ceiling,techo,0.00997406855322942,la
es,determiners,la,noun,masculine,barn,granero,-0.0037490009163680914,la
es,determiners,la,noun,masculine,peanut,maní,0.03737099950427828,la
es,determiners,la,noun,feminine,spoon,cuchara,0.11071904719549078,la
es,determiners,la,noun,feminine,ball,pelota,0.15040881501038797,la
es,determiners,la,noun,feminine,rock,roca,0.16447712251910204,la
es,determiners,la,noun,feminine,rain,lluvia,0.10481270560848076,la
es,determiners,la,noun,feminine,tail,cola,0.15194577054769992,la
es,determiners,la,noun,feminine,butterfly,mariposa,0.06751418606418928,la
es,determiners,la,noun,feminine,pie,tarta,0.17072457564241006,la
es,determiners,la,noun,feminine,fish,pez,0.019068143123114605,la
es,determiners,la,noun,feminine,boot,bota,0.16416463680090615,la
es,determiners,la,noun,feminine,cupcake,magdalena,0.08071422903087437,la
es,determiners,la,noun,feminine,apple,manzana,0.18032008558756704,la
es,determiners,la,noun,feminine,fingernail,uña,0.17213399449871702,la
es,determiners,la,noun,feminine,frog,rana,0.11103193875389399,la
es,determiners,la,noun,feminine,lettuce,lechuga,0.12447483492109547,la
es,determiners,la,noun,feminine,dirt,suciedad,0.17592790429915572,la
es,determiners,la,noun,feminine,sidewalk,acera,0.20860855064348646,la
es,determiners,la,noun,feminine,washcloth,toallita,0.17340602092233995,la
es,determiners,la,noun,feminine,head,cabeza,0.18559893306599426,la
es,determiners,la,noun,feminine,sand,arena,0.12847124235569812,la
es,determiners,la,noun,feminine,mouth,boca,0.17158900551268133,la
es,determiners,la,noun,feminine,box,caja,0.15879095924926226,la
es,determiners,la,noun,feminine,sandbox,salvadera,0.05944458960098461,la
es,determiners,la,noun,feminine,snow,nieve,0.11343147626340756,la
es,determiners,la,noun,feminine,table,mesa,0.2009676730170165,la
es,determiners,la,noun,feminine,butt,culata,0.11902984766432295,la
es,determiners,la,noun,feminine,boots,botas,0.01545087508207338,la
es,determiners,la,noun,feminine,pancake,tortita,0.12632772814975882,la
es,determiners,la,noun,feminine,pajama,pijama,0.006950306122650141,la
es,determiners,la,noun,feminine,belly,barriga,0.17610005048888575,la
es,determiners,la,noun,feminine,toast,tostada,0.1337724528033008,la
es,determiners,la,noun,feminine,sponge,esponja,0.08352021080038959,la
es,determiners,la,noun,feminine,beard,barba,0.07402419845149766,la
es,determiners,la,noun,feminine,snowball,bola de nieve,-0.07312545151431497,la
es,determiners,la,noun,feminine,cage,jaula,0.1274712798699992,la
es,determiners,la,noun,feminine,biscuit,galleta,0.17731111588170154,la
es,determiners,la,noun,feminine,tummy,barriguita,0.1968717980190211,la
es,determiners,la,noun,feminine,ladybug,mariquita,0.04027031147017581,la
es,determiners,la,noun,feminine,pumpkin,calabaza,0.15303889924439654,la
es,determiners,la,noun,feminine,mustard,mostaza,0.10699326786216802,la
es,determiners,la,noun,feminine,star,estrella,0.15496930709057458,la
es,determiners,la,noun,feminine,pineapple,piña,0.12111503411666917,la
es,determiners,la,noun,feminine,stripe,raya,0.15076364575285972,la
es,determiners,la,noun,feminine,chair,silla,0.17158537288694667,la
es,determiners,la,noun,feminine,movie,película,0.17159227926612122,la
es,determiners,la,noun,feminine,burger,hamburguesa,0.16623127304076948,la
de,genders,Mann,noun,masculine,spoon,Löffel,0.3101835054938629,Male attributes
de,genders,Mann,noun,masculine,ball,Ball,0.2952067998184815,Male attributes
de,genders,Mann,noun,masculine,rock,Felsen,0.2725254138862327,Male attributes
de,genders,Mann,noun,masculine,rain,Regen,0.27481407742070496,Male attributes
de,genders,Mann,noun,masculine,tail,Schwanz,0.37145294856886263,Male attributes
de,genders,Mann,noun,masculine,butterfly,Schmetterling,0.34302749806881633,Male attributes
de,genders,Mann,noun,masculine,pie,Kuchen,0.33851788547469913,Male attributes
de,genders,Mann,noun,masculine,fish,Fisch,0.3312100357490597,Male attributes
de,genders,Mann,noun,masculine,apple,Apfel,0.3760223920323474,Male attributes
de,genders,Mann,noun,masculine,fingernail,Fingernagel,0.31200702671059816,Male attributes
de,genders,Mann,noun,masculine,frog,Frosch,0.3904695872159411,Male attributes
de,genders,Mann,noun,masculine,lettuce,Kopfsalat,0.27803445865438864,Male attributes
de,genders,Mann,noun,masculine,dirt,Schmutz,0.1971752374274799,Male attributes
de,genders,Mann,noun,masculine,sidewalk,Bürgersteig,0.3511617827761463,Male attributes
de,genders,Mann,noun,masculine,washcloth,Waschlappen,0.3655759084957524,Male attributes
de,genders,Mann,noun,masculine,stove,Herd,0.3543128337643766,Male attributes
de,genders,Mann,noun,masculine,head,Kopf,0.37415925246460147,Male attributes
de,genders,Mann,noun,masculine,sand,Sand,0.2343949727074152,Male attributes
de,genders,Mann,noun,masculine,mouth,Mund,0.3056352727489028,Male attributes
de,genders,Mann,noun,masculine,box,Kasten,0.31604445796594577,Male attributes
de,genders,Mann,noun,masculine,policeman,Polizist,0.5838175080003587,Male attributes
de,genders,Mann,noun,masculine,sandbox,Sandkasten,0.2696853947294578,Male attributes
de,genders,Mann,noun,masculine,snow,Schnee,0.2884844674247258,Male attributes
de,genders,Mann,noun,masculine,table,Tisch,0.322914381673414,Male attributes
de,genders,Mann,noun,masculine,butt,Hintern,0.37738589841113057,Male attributes
de,genders,Mann,noun,masculine,boots,Stiefel,0.3610644334184621,Male attributes
de,genders,Mann,noun,masculine,pancake,Pfannkuchen,0.2717801694869076,Male attributes
de,genders,Mann,noun,masculine,pajama,Schlafanzug,0.33783174630182505,Male attributes
de,genders,Mann,noun,masculine,sponge,Schwamm,0.2523748847268178,Male attributes
de,genders,Mann,noun,masculine,beard,Bart,0.41655031263406256,Male attributes
de,genders,Mann,noun,masculine,snowball,Schneeball,0.25220992947373067,Male attributes
de,genders,Mann,noun,masculine,cage,Käfig,0.29818488029818624,Male attributes
de,genders,Mann,noun,masculine,biscuit,Keks,0.27156798479302874,Male attributes
de,genders,Mann,noun,masculine,tummy,Bauch,0.3813608352872305,Male attributes
de,genders,Mann,noun,masculine,ladybug,Marienkäfer,0.2670970325826863,Male attributes
de,genders,Mann,noun,masculine,pumpkin,Kürbis,0.30364979047720303,Male attributes
de,genders,Mann,noun,masculine,mustard,Senf,0.20691054087691785,Male attributes
de,genders,Mann,noun,masculine,star,Stern,0.35716601761807515,Male attributes
de,genders,Mann,noun,masculine,pinecone,Tannenzapfen,0.21347702706981603,Male attributes
de,genders,Mann,noun,masculine,chair,Stuhl,0.36936474901216415,Male attributes
de,genders,Mann,noun,masculine,movie,Film,0.358258967927915,Male attributes
de,genders,Mann,noun,masculine,burger,Burger,0.3233907238061728,Male attributes
de,genders,Mann,noun,feminine,bean,Bohne,0.24794960359982918,Male attributes
de,genders,Mann,noun,feminine,soap,Seife,0.21525194321497396,Male attributes
de,genders,Mann,noun,feminine,toilet,Toilette,0.31063854759543497,Male attributes
de,genders,Mann,noun,feminine,underpants,Unterhose,0.36076429845777946,Male attributes
de,genders,Mann,noun,feminine,pants,Hose,0.33121365335816355,Male attributes
de,genders,Mann,noun,feminine,lip,Lippe,0.2313800763398314,Male attributes
de,genders,Mann,noun,feminine,sun,Sonne,0.2828924270920863,Male attributes
de,genders,Mann,noun,feminine,diaper,Windel,0.24835750870954879,Male attributes
de,genders,Mann,noun,feminine,bumblebee,Hummel,0.3478832198751752,Male attributes
de,genders,Mann,noun,feminine,toothbrush,Zahnbürste,0.2743968161292664,Male attributes
de,genders,Mann,noun,feminine,pea,Erbse,0.17171953043369176,Male attributes
de,genders,Mann,noun,feminine,wall,Wand,0.23364303038494572,Male attributes
de,genders,Mann,noun,feminine,clock,Uhr,0.2619941063325629,Male attributes
de,genders,Mann,noun,feminine,dresser,Kommode,0.2393489935362781,Male attributes
de,genders,Mann,noun,feminine,tomato,Tomate,0.2431795185958224,Male attributes
de,genders,Mann,noun,feminine,lemon,Zitrone,0.23585254356597649,Male attributes
de,genders,Mann,noun,feminine,noodle,Nudel,0.31011447033469425,Male attributes
de,genders,Mann,noun,feminine,candy,Süßigkeit,0.21417635937544927,Male attributes
de,genders,Mann,noun,feminine,bench,Bank,0.2634394909252141,Male attributes
de,genders,Mann,noun,feminine,drum,Trommel,0.2105072691254486,Male attributes
de,genders,Mann,noun,feminine,shoulder,Schulter,0.24048468191635863,Male attributes
de,genders,Mann,noun,feminine,bowl,Schüssel,0.23836550799740122,Male attributes
de,genders,Mann,noun,feminine,fist,Faust,0.29656604755248567,Male attributes
de,genders,Mann,noun,feminine,button,Taste,0.111618540589214,Male attributes
de,genders,Mann,noun,feminine,mattress,Matratze,0.24013281975397757,Male attributes
de,genders,Mann,noun,feminine,seesaw,Wippe,0.12801006380252553,Male attributes
de,genders,Mann,noun,feminine,necklace,Kette,0.21319507373046376,Male attributes
de,genders,Mann,noun,feminine,melon,Melone,0.3046682491946886,Male attributes
de,genders,Mann,noun,feminine,plane,Ebene,0.22011102688771886,Male attributes
de,genders,Mann,noun,feminine,chest,Brust,0.32208839035128556,Male attributes
de,genders,Mann,noun,feminine,ceiling,Decke,0.22401821094245253,Male attributes
de,genders,Mann,noun,feminine,barn,Scheune,0.2695509655284988,Male attributes
de,genders,Mann,noun,feminine,peanut,Erdnuss,0.1965770664473191,Male attributes
de,genders,Mann,noun,feminine,potato,Kartoffel,0.2716479149551953,Male attributes
de,genders,Frau,noun,masculine,spoon,Löffel,0.17882101392996871,Female attributes
de,genders,Frau,noun,masculine,ball,Ball,0.1565671876550566,Female attributes
de,genders,Frau,noun,masculine,rock,Felsen,0.13414357834622556,Female attributes
de,genders,Frau,noun,masculine,rain,Regen,0.14470032989219578,Female attributes
de,genders,Frau,noun,masculine,tail,Schwanz,0.2231588776491485,Female attributes
de,genders,Frau,noun,masculine,butterfly,Schmetterling,0.231191876059217,Female attributes
de,genders,Frau,noun,masculine,pie,Kuchen,0.20850976803642368,Female attributes
de,genders,Frau,noun,masculine,fish,Fisch,0.21869226450958149,Female attributes
de,genders,Frau,noun,masculine,apple,Apfel,0.25863998170075597,Female attributes
de,genders,Frau,noun,masculine,fingernail,Fingernagel,0.20001695957873847,Female attributes
de,genders,Frau,noun,masculine,frog,Frosch,0.26462495463289554,Female attributes
de,genders,Frau,noun,masculine,lettuce,Kopfsalat,0.16443340683336655,Female attributes
de,genders,Frau,noun,masculine,dirt,Schmutz,0.13652062855605449,Female attributes
de,genders,Frau,noun,masculine,sidewalk,Bürgersteig,0.19700412305817785,Female attributes
de,genders,Frau,noun,masculine,washcloth,Waschlappen,0.2416375559227101,Female attributes
de,genders,Frau,noun,masculine,stove,Herd,0.23220671704792673,Female attributes
de,genders,Frau,noun,masculine,head,Kopf,0.20534935363727128,Female attributes
de,genders,Frau,noun,masculine,sand,Sand,0.10902277418200497,Female attributes
de,genders,Frau,noun,masculine,mouth,Mund,0.18902780403728137,Female attributes
de,genders,Frau,noun,masculine,box,Kasten,0.18314782421167655,Female attributes
de,genders,Frau,noun,masculine,policeman,Polizist,0.40061728294856264,Female attributes
de,genders,Frau,noun,masculine,sandbox,Sandkasten,0.12440359823943208,Female attributes
de,genders,Frau,noun,masculine,snow,Schnee,0.11626725703493203,Female attributes
de,genders,Frau,noun,masculine,table,Tisch,0.17410965730115946,Female attributes
de,genders,Frau,noun,masculine,butt,Hintern,0.2610681209370223,Female attributes
de,genders,Frau,noun,masculine,boots,Stiefel,0.2804093788742229,Female attributes
de,genders,Frau,noun,masculine,pancake,Pfannkuchen,0.18988361496885742,Female attributes
de,genders,Frau,noun,masculine,pajama,Schlafanzug,0.21814353531416816,Female attributes
