"noun","RatingType","version","question","masculine_adjective","feminine_adjective","ResponseId","Rating","NounGroup","translation","en","de","NounID"
"collar","X27_Version.3",3,27,"vaquero","sensual","R_5Hpit4A2TztPUgO",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X27_Version.3",3,27,"vaquero","sensual","R_1KOQ73ggagiHdEI",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_7idrcGhREKVI4PD",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X28_Version.2",2,28,"vaquero","sexy","R_79Kv0sB8sYnZvRD",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X28_Version.2",2,28,"vaquero","sexy","R_7DRW2PpTKlD82g1",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X29_Version.1",1,29,"vaquero","despampanante","R_1ci2Rn6UgyGljCV",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X29_Version.1",1,29,"vaquero","despampanante","R_7zMAsFmetoOlCkw",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_7QPlHuxCbTSVO6o",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X29_Version.1",1,29,"vaquero","despampanante","R_8few6aTSKnkhmI9",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_8GwVnxzAyJaSZhI",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_32L4sg2gKsS0jxy",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_7Oh5Ai6QQ9VY7sd",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X28_Version.2",2,28,"vaquero","sexy","R_3jrccdJG89jSPui",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X25_Version.5",5,25,"vaquero","femenino","R_3qEAbKRivP12dYA",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X26_Version.4",4,26,"vaquero","virgen","R_7gD3DtkVT4cUsdH",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X28_Version.2",2,28,"vaquero","sexy","R_1Zw4pw14eV1WY3T",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X26_Version.4",4,26,"vaquero","virgen","R_3MLhR4QjLR1z7ie",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_7F3AvgMYp8OrN7V",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_7fvXF6QAaVgWSgV",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X25_Version.5",5,25,"vaquero","femenino","R_1bQtLNz6fJpoMwh",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_5UV2ZFqEP9kAHgR",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_5hiPpPNfuKLd0YO",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_6gGzwip9OCH7jjC",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_7KdURltDMpTei1M",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X29_Version.1",1,29,"vaquero","despampanante","R_5qxQzKoBNgYWtON",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X26_Version.4",4,26,"vaquero","virgen","R_1fC0uvEvEGfVrrz",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_691arihTOE6YnCU",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X26_Version.4",4,26,"vaquero","virgen","R_7Ee3E9sR64d28Wl",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X26_Version.4",4,26,"vaquero","virgen","R_3U9igvcs3t1tPmy",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X27_Version.3",3,27,"vaquero","sensual","R_7kveVscN30wGayJ",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X25_Version.5",5,25,"vaquero","femenino","R_7rOwZyT7c72BEy5",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X27_Version.3",3,27,"vaquero","sensual","R_2ARTU0ojQYqDc0b",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X29_Version.1",1,29,"vaquero","despampanante","R_35HKReckMGcXaPC",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X27_Version.3",3,27,"vaquero","sensual","R_3mdY3EUYJMisK7I",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_30Z6st5x6ay5cf8",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_5sbgGbaVSR2XfkV",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X25_Version.5",5,25,"vaquero","femenino","R_1j9sHPooluaHiSb",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X25_Version.5",5,25,"vaquero","femenino","R_3MZp56x1QeCjEIS",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_1LSRuI7yjbkE3H6",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X26_Version.4",4,26,"vaquero","virgen","R_5rGHeeVURIlVGnN",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X26_Version.4",4,26,"vaquero","virgen","R_7Pjfo0dha1aVmW2",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X24_Version.6",6,24,"primitivo","sentimental","R_171gNYDxUyUgsyG",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X27_Version.3",3,27,"vaquero","sensual","R_1rlwaBjFv61n2sQ",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X25_Version.5",5,25,"vaquero","femenino","R_3eRJm2oxDrMLkFC",1,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X26_Version.4",4,26,"vaquero","virgen","R_1oh93oDo2ZU0l6M",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X26_Version.4",4,26,"vaquero","virgen","R_1J5lHcVXSiRkziW",2,"es-M.de-F","necklace","necklace","Halskette",29
"collar","X25_Version.5",5,25,"vaquero","femenino","R_6LDEr31Sh3fmH73",2,"es-M.de-F","necklace","necklace","Halskette",29
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_5i7EkjOspifrGfv",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_1DUL9GKJQtTnUPQ",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_2hTjW6bj4X5LZCU",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_7m7tvSYeDTf4MNP",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_2rj8wUzHGHx729T",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_7zMAsFmetoOlCkw",1,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_3bHL8XsTopn0UAO",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_6GvTGAgCulx7Eig",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_22KdRFsVkipzbiN",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_1HYPI0cgdrB51Vb",1,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_1j9sHPooluaHiSb",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_5hiP0Ycxn5A7LrE",2,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_1ci2Rn6UgyGljCV",1,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_3nT7XARTzyI2tQg",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_5f0D6SoypYacFeU",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_1788XKeXhiRbpnA",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_2dY9osDj1hxDbBW",1,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_7WAr5fSaYuGE8eb",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_2uCLuxzrKQZQfHQ",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_12Q3u1NKGiYmd6e",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_6UW8GoZTHldhdCN",1,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_3MZp56x1QeCjEIS",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_3C2beK8x5fq3iUx",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_7GEaNYnbjP6zJFr",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_7gD3DtkVT4cUsdH",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_7upnb3jkxlRdL9V",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_7kveVscN30wGayJ",1,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_3zjff2AckbGU5Vf",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_1jN5uGBHIyV7Cyl",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_7Pjfo0dha1aVmW2",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_3MLhR4QjLR1z7ie",1,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_7rOwZyT7c72BEy5",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_22OcAsr0FaDujzX",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_5VlBbTzoze4UJu9",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_1G0SsYpdPf0B2Lp",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_7mn28D6XypnnvIF",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_3NJQ2dbt642vAa7",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_3f6k2NV8H43E3OF",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_1fC0uvEvEGfVrrz",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_7Ee3E9sR64d28Wl",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_5rGHeeVURIlVGnN",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_7Oh5Ai6QQ9VY7sd",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_7SqOzt70akQLc6l",1,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_1bQtLNz6fJpoMwh",1,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_6LDEr31Sh3fmH73",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_3eRJm2oxDrMLkFC",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_20IWnJ9Y7M5Oz2a",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_2ARTU0ojQYqDc0b",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_3glkypzOf6AB9Kx",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_1oh93oDo2ZU0l6M",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_1J5lHcVXSiRkziW",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_32L4sg2gKsS0jxy",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_1rVqDsxs43rgNN7",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_6U43iQbgXrnL0lI",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_1kA5DhojvVrRx4U",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_6c1Vl2cWykcRvdX",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_5PRW13X00dHyxx8",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_5Ov0UzDlpcQAMuu",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_1rlwaBjFv61n2sQ",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_7DRW2PpTKlD82g1",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_1Zw4pw14eV1WY3T",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_8igi9nJgRj7ocSW",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_2h5ZlneQ2kaLPK6",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_3nZ3UHvoZg3NZEU",2,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_7emg3NrW05u50fX",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_3dsowXk48iVsI2n",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_1rS3NcPBg5nfX1R",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_7YlhYgijswwMM5N",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_7SBpkWe3U5zPG72",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_3mdY3EUYJMisK7I",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_61yOJ7m6o63uI5r",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_3kgM5D8K2Qpxust",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_7NJvwv3pcMluXoU",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_771s8OJW7P8MsrD",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_32D8oD86grXFgP1",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_6dXeIsVR7kVWPjf",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_7Q5GgNGwOiLSjId",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_7VY8axizasEC0jn",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_7WOtFaRy5HOw9sG",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_5mX5SpRcyKzcumB",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_5IpjuisdnxcAn6j",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_5qxQzKoBNgYWtON",2,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_7QXTHlOz3eRJui4",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_5SkubLDmqyxJLh2",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_3AQi8jym0iLj1q9",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_6ty4s9uLiqKKxTx",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_7Pj4ZDJFcqSJQ4u",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_3U9igvcs3t1tPmy",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_8few6aTSKnkhmI9",2,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_35HKReckMGcXaPC",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_79Kv0sB8sYnZvRD",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_5MQxSsfS55v19MJ",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_7F3AvgMYp8OrN7V",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_7QPlHuxCbTSVO6o",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_7fvXF6QAaVgWSgV",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_8GwVnxzAyJaSZhI",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_5UV2ZFqEP9kAHgR",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_5hiPpPNfuKLd0YO",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_30Z6st5x6ay5cf8",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_6nO98UG7qmWLPcI",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_5stDXIaDQgAYsBH",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_8ri7LlCvAhQsw3k",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_5uBWwllVvdU6Eq0",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_3rOBxVRIMket2hS",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_58cxhVqusUuiGHv",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_7PUwq8V8E3Pmq4H",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_3qEAbKRivP12dYA",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_2CBsnIVuwmOnxDS",2,"es-F.de-M","star","star","Stern",34
"estrella","X30_Version.5",5,30,"vaquera","sentimental","R_1NJNcVpGTKnnhJA",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_51nnpfDD8lYPZht",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_7vNfdvwlFjuLeqR",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_3HzaPJLbOChZMdP",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_3ndfYLVlLsFadJl",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_16krOMqSzvcvg2t",2,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_3jrccdJG89jSPui",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_171gNYDxUyUgsyG",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_1LSRuI7yjbkE3H6",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_1KOQ73ggagiHdEI",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_1J8Yrmoo5OYQK4J",2,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_7HsU5LkihlxamjL",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_1Fqrt2jvQ9vZoze",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_771ELG2fhU0DKtX",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_691arihTOE6YnCU",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_1Nzgy3vDSOy0Sjn",2,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_6TEcPBe8MXa0cNP",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_3nV13TZnj8pI1qs",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_6ikDmeuf58G0UhI",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_5sbgGbaVSR2XfkV",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_1feBwJJ79rnjImJ",2,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_5Hpit4A2TztPUgO",2,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_8vF9P1vcE4746HL",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_5lJN8vtcZBhRzcL",1,"es-F.de-M","star","star","Stern",34
"estrella","X32_Version.3",3,32,"poderosa","virgen","R_31cHL5gW0DMoZB6",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_7jO01bJerTYSv0T",1,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_3QLfr2fOUTKRoOh",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_3ztBrk6Nd3DdHSM",2,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_1ATL0ituyFrpYbY",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_3iCrGxquxk97v8L",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_5XchvrFFcAKQtMJ",1,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_7s0oa6jXI5eUUpV",2,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_71FT7FjYwaG986M",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_7idrcGhREKVI4PD",2,"es-F.de-M","star","star","Stern",34
"estrella","X31_Version.4",4,31,"poderosa","femenina","R_6EMzlhT2y1ve0SG",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_4DFGYjmUq8IeAJX",1,"es-F.de-M","star","star","Stern",34
"estrella","X33_Version.2",2,33,"poderosa","sensual","R_1C8SXql55t4Uq7i",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_6gGzwip9OCH7jjC",2,"es-F.de-M","star","star","Stern",34
"estrella","X34_Version.1",1,34,"poderosa","sexy","R_1jVrgehRMYfoBM5",1,"es-F.de-M","star","star","Stern",34
"estrella","X29_Version.6",6,29,"vaquera","despampanante","R_7KdURltDMpTei1M",2,"es-F.de-M","star","star","Stern",34
"gato","X19_Version.3",3,19,"primitivo","femenino","R_2rj8wUzHGHx729T",1,"es-M.de-F","cat","cat","Katze",21
"gato","X19_Version.3",3,19,"primitivo","femenino","R_7m7tvSYeDTf4MNP",1,"es-M.de-F","cat","cat","Katze",21
"gato","X17_Version.5",5,17,"forzudo","despampanante","R_1jN5uGBHIyV7Cyl",2,"es-M.de-F","cat","cat","Katze",21
"gato","X19_Version.3",3,19,"primitivo","femenino","R_1788XKeXhiRbpnA",1,"es-M.de-F","cat","cat","Katze",21
"gato","X19_Version.3",3,19,"primitivo","femenino","R_2h5ZlneQ2kaLPK6",2,"es-M.de-F","cat","cat","Katze",21
"gato","X17_Version.5",5,17,"forzudo","despampanante","R_5hiP0Ycxn5A7LrE",1,"es-M.de-F","cat","cat","Katze",21
"gato","X17_Version.5",5,17,"forzudo","despampanante","R_3MQK5tUVjaltLMx",2,"es-M.de-F","cat","cat","Katze",21
"gato","X19_Version.3",3,19,"primitivo","femenino","R_3glkypzOf6AB9Kx",1,"es-M.de-F","cat","cat","Katze",21
"gato","X16_Version.6",6,16,"forzudo","sexy","R_5sbgGbaVSR2XfkV",1,"es-M.de-F","cat","cat","Katze",21
"gato","X16_Version.6",6,16,"forzudo","sexy","R_171gNYDxUyUgsyG",1,"es-M.de-F","cat","cat","Katze",21
"gato","X19_Version.3",3,19,"primitivo","femenino","R_7kveVscN30wGayJ",1,"es-M.de-F","cat","cat","Katze",21
"gato","X16_Version.6",6,16,"forzudo","sexy","R_7F3AvgMYp8OrN7V",1,"es-M.de-F","cat","cat","Katze",21
"gato","X19_Version.3",3,19,"primitivo","femenino","R_22KdRFsVkipzbiN",2,"es-M.de-F","cat","cat","Katze",21
"gato","X17_Version.5",5,17,"forzudo","despampanante","R_5uBWwllVvdU6Eq0",2,"es-M.de-F","cat","cat","Katze",21
