"noun","RatingType","version","question","masculine_adjective","feminine_adjective","ResponseId","Rating","NounGroup","translation","en","es","NounID"
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_3HRm4D1q9Gl69CP",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_1Qo1cLwiWO80W2s",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2Emc1JP1hYcs6la",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_29uKuxneVcfFSSJ",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2OrKGD6TMEM0NYg",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_4OZVLCBandzgEyw",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_44wUdgiIETm4jfP",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_4H7wWX8CpDIkj4V",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_5YO4hglgGmSunsJ",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_2OSWTwL7yBkwYAp",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_84iwMwJLtGvwPeA",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_2SAJaXHXk5yVhmB",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_2yW6lMNNWKPWreh",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_5uVrFDU7yAN4lCe",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_8gvFUFydLVG4Sb5",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2D1etCZaqcpAAYi",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_8pFjC9NM93CBexz",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_8IzR9ML3t6JAn96",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2Ho6oU0KaUXpU9J",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2rHvPUEbfsuyRgZ",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_2dEKKzjj5RWXoKd",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_5zqc6v6FKgiiOd3",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_4jUQc2B3x5U4kMq",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_2KGUp9wBjrzXG8t",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_5djdoLJTR1nFJY2",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2xjXRgQORMAJIbf",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_6HVgjkWjTxMpmfL",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_7lsNbM3HaotqGsP",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_2gSDVBnT7r4NhG6",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_1CCtbYGYRkcY1Tg",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_8mjfZ9oIv57XDln",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_2rSwPJw61iKVY6T",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_2rjESAl5DluLRNi",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_2etBOKHAlvLbral",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_8AWgpyx0LBphkbd",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_3PdcDwfHj6RP3dM",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_5ZIehpFeOfvoqK5",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_2fIqrg7Kglq4blu",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_5uNA2rkLxctmkwG",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_3CEmaNtVqMZD5Kc",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_7gSkWWjtZ8oDs8y",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_1zkc6j9ep42b5EB",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_2ENiqzUX9oaAya3",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_40VOWbwJtsg9urs",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_7GqvkurTcIB1Dfc",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_27eDowk408kPWFc",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_4ah6uR7YtwmULTf",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_4hcqKIUunE8qCQb",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_2eJdg77jMLyScz1",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_2MRUZj2bFGgXj0G",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_4n89H8iTwA4O03E",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_1QXg6SjrQf87ZU5",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2vbIeXGGF4opTc4",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_7IVR1l8wCLEzuxJ",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_7W9Y27cIbbhIhln",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_27Jz8aaDLo8j7I9",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_8I2dpoeTls6dZ9D",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_8ir22o7sZqkCojc",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_7c5y0Q6AxggezxM",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_21uAaS2yr99dD5x",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_8KecoIj65MZMPNT",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_6G7pxQqoECxNOgh",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2n9O4Niau9qHMg8",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_2sZH1Qogz6vnOGA",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_1GAJdCU8dyshWN8",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_5ro3ngCJhRAbXGn",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_2049mKQtReJFjYB",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_7bN8wzM0PybCN6F",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_3tDsFb5sLLg4cYP",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_27p1NUj7L5Fe9JP",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_27wfBFinNR3RgU9",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_2R0IedAHoMwVjz3",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_606tqkySY2I4vRq",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_1KiYmWi4DQJvZLj",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X23_Version.6",6,23,"sterbend","spindeldürr","R_1JJTCOnFPNjVJrv",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_28znddU6yFT3Kxj",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_15R8fiYuZfsTwJv",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_4Rwk7TXBoG12tSt",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_22EXlzjjSZgND8d",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_24Dcxr0KomoeBZ9",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_7qx92qmyxpGSGEp",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_2YRGsHqFRNYc5JZ",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_1uqSXNXUaQmsxdK",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_27v2fqflHq8XQkN",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_2PAK5NDbQ1n2h2i",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_1BA7FGaE4qzWo2i",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_2idELkU694kaTF7",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_1I5VNCfEVXTx3rf",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_2FPd9e8U83PwNh1",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_22PuIzXXXFINaMM",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_6K7FMSG0U6wwUuS",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_4LhFdJzidujef45",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2FUwqbDkylaXkKr",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_3PxowleFb8hSYVz",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_1pElEWBlvCVRMGJ",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_7J1QHH82CrOkzSV",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_3hlvZ06Mk4Q2M1d",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_6pTDRC36HKS1rjz",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X25_Version.4",4,25,"allein","mütterlich","R_7njf5M08JSuRuA5",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_1X08f1iG1LXv4OZ",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_6A1libA5Oj095p7",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_3E6w7YQvAlswTcl",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_6iUUigp5uQmpCB5",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_2HdhncTLBeDV3ra",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X27_Version.2",2,27,"allein","bildhübsch","R_3TuyymO9uTxG2aJ",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_1w4nsjlNTPp6rIJ",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_4BzYeYd48nfLo6K",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_54PGJFntrVCsE5b",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_1vOctJOfBMGqZ8d",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_8QES8egoecAy7XB",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_55T2OeooUNEIGqP",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_8dy19NZbbXgupGq",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_2tFLqKQB9NTDCW5",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_2cLYTHryxmKLN7z",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_3w7F8mwrVcQObb6",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_31jH4rD03ndQ4QR",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X24_Version.5",5,24,"sterbend","sentimentalisch","R_2XGe6kWyH7UBxUR",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X28_Version.1",1,28,"allein","zärtlich","R_7hGDK7AWK9r52KI",1,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_24l9rkD6fzP5vFH",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fingernagel","X26_Version.3",3,26,"allein","fraulich","R_3VN8zQmc4gnYTkZ",2,"de-M.es-F","fingernail","fingernail","uña",28
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_4Yt61MVAIbfSYAH",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_3PdcDwfHj6RP3dM",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_2yW6lMNNWKPWreh",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_1lulB6wYyhzU1eV",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_6m1tsKMTv8FhE2t",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_44wUdgiIETm4jfP",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_7hGDK7AWK9r52KI",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_22PuIzXXXFINaMM",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_8AWgpyx0LBphkbd",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_2FPd9e8U83PwNh1",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2D1etCZaqcpAAYi",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_8pFjC9NM93CBexz",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_4ah6uR7YtwmULTf",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_4SvEUsLIbEjPidT",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_1BA7FGaE4qzWo2i",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_1vOctJOfBMGqZ8d",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_8IzR9ML3t6JAn96",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_1I5VNCfEVXTx3rf",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2Emc1JP1hYcs6la",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_6G4inHZtM0iVL3P",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2OrKGD6TMEM0NYg",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2xjXRgQORMAJIbf",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_82ZCJlmqxg2PuGl",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_4MRHYHVOfF1cppz",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_4H7wWX8CpDIkj4V",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2Ho6oU0KaUXpU9J",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2rHvPUEbfsuyRgZ",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2vbIeXGGF4opTc4",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_7njf5M08JSuRuA5",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_2etBOKHAlvLbral",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_6A1libA5Oj095p7",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_3E6w7YQvAlswTcl",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_3w7F8mwrVcQObb6",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_31jH4rD03ndQ4QR",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_1w4nsjlNTPp6rIJ",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_27wfBFinNR3RgU9",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_3CEmaNtVqMZD5Kc",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_7gSkWWjtZ8oDs8y",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_5YO4hglgGmSunsJ",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_3OJH4hpJiPtYLU9",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_4q9cGPRYtDTTAMx",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_1dZny7EjZ2HQ1O3",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_7GqvkurTcIB1Dfc",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_27eDowk408kPWFc",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_8gvFUFydLVG4Sb5",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_2eJdg77jMLyScz1",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_2MRUZj2bFGgXj0G",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_4n89H8iTwA4O03E",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X2_Version.5",5,2,"männisch","fraulich","R_2rjESAl5DluLRNi",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_3Ey7grebwPQHWd8",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_2idELkU694kaTF7",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_7IVR1l8wCLEzuxJ",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_7W9Y27cIbbhIhln",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_6K7FMSG0U6wwUuS",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X3_Version.4",4,3,"männisch","bildhübsch","R_4LhFdJzidujef45",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X1_Version.6",6,1,"männisch","mütterlich","R_2dEKKzjj5RWXoKd",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_3PxowleFb8hSYVz",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_1pElEWBlvCVRMGJ",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_7J1QHH82CrOkzSV",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X6_Version.1",1,6,"männisch","sentimentalisch","R_8KecoIj65MZMPNT",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X1_Version.6",6,1,"männisch","mütterlich","R_3ypVQAoUjxcPTGc",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2n9O4Niau9qHMg8",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_1X08f1iG1LXv4OZ",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2HdhncTLBeDV3ra",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_2FUwqbDkylaXkKr",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X5_Version.2",2,5,"männisch","spindeldürr","R_7bN8wzM0PybCN6F",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_4BzYeYd48nfLo6K",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_2ENiqzUX9oaAya3",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_40VOWbwJtsg9urs",2,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_28znddU6yFT3Kxj",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_2cLYTHryxmKLN7z",1,"de-M.es-F","fish","fish","pez",6
"Fisch","X4_Version.3",3,4,"männisch","zärtlich","R_6iUUigp5uQmpCB5",1,"de-M.es-F","fish","fish","pez",6
